Название аптеки;Категория;Название товара;Цена (руб.);Производитель;Ссылка на товар
apteka22;Сердце и сосуды;ЛОЗАРТАН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 50МГ №30;15;ооо пранафарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lozartan_tabletki_pokrytye_plenochnoy_obolochkoy_50mg_30/
apteka22;Сердце и сосуды;БИСОПРОЛОЛ-СЗ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10МГ №50;13;нао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/bisoprolol_sz_tabletki_pokrytye_plenochnoy_obolochkoy_10mg_50/
apteka22;Сердце и сосуды;МЕТОПРОЛОЛ РЕНЕВАЛ ТАБЛЕТКИ 100МГ №30;9;ао пфк обновление;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/metoprolol_reneval_tabletki_100mg_30/
apteka22;Сердце и сосуды;РИБОКСИН РАСТВОР ДЛЯ ВНУТРИВЕННОГО ВВЕДЕНИЯ 20МГ/МЛ 10МЛ №10;12;ооо гротекс;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/riboksin_rastvor_dlya_vnutrivennogo_vvedeniya_20mg_ml_10ml_10_2/
apteka22;Сердце и сосуды;РИБОКСИН БУФУС РАСТВОР ДЛЯ ВНУТРИВЕННОГО ВВЕДЕНИЯ 20МГ/МЛ 10МЛ №10;15;ао пфк обновление;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/riboksin_bufus_rastvor_dlya_vnutrivennogo_vvedeniya_20mg_ml_10ml_10/
apteka22;Сердце и сосуды;ПРЕСТАНС ТАБЛЕТКИ 5МГ 5МГ №30 В КОМПЛЕКТЕ С ДОЗАТОРОМ;66;ооо сервье рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/prestans_tabletki_5mg_5mg_30_v_komplekte_s_dozatorom/
apteka22;Сердце и сосуды;ЛОЗАРТАН-Н КАНОН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 12,5МГ 50МГ №90;37;зао канонфарма продакшн;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lozartan_n_kanon_tabletki_pokrytye_plenochnoy_obolochkoy_12_5mg_50mg_90/
apteka22;Сердце и сосуды;ИНДАПАМИД ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 2 5МГ №30;9;ооо хемофарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/indapamid_tabletki_pokrytye_plenochnoy_obolochkoy_2_5mg_30_1/
apteka22;Сердце и сосуды;ЭЗЕТИМИБ ТАБЛЕТКИ 10МГ №30;51;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/ezetimib_tabletki_10mg_30/
apteka22;Сердце и сосуды;ЛОРИСТА Н ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 12,5МГ 50МГ №60;62;ооо крка-рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lorista_n_tabletki_pokrytye_plenochnoy_obolochkoy_12_5mg_50mg_60/
apteka22;Сердце и сосуды;БИСОПРОЛОЛ РЕНЕВАЛ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5МГ №60;13;ао пфк обновление;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/bisoprolol_reneval_tabletki_pokrytye_plenochnoy_obolochkoy_5mg_60_/
apteka22;Сердце и сосуды;ЛЕРКАНИДИПИН-СЗ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10МГ №30;30;нао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lerkanidipin_sz_tabletki_pokrytye_plenochnoy_obolochkoy_10mg_30/
apteka22;Сердце и сосуды;РОЗУВАСТАТИН-СЗ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 20МГ №30;29;нао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/rozuvastatin_sz_tabletki_pokrytye_plenochnoy_obolochkoy_20mg_30/
apteka22;Сердце и сосуды;ТРИМЕТАЗИДИН МВ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ С ПРОЛОНГИРОВАННЫМ ВЫСВОБОЖДЕНИЕМ 35МГ №30;20;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/trimetazidin_mv_tabletki_pokrytye_plenochnoy_obolochkoy_s_prolongirovannym_vysvobozhdeniem_35mg_30/
apteka22;Сердце и сосуды;ЛОЗАРТАН КАНОН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 50МГ №90;34;зао канонфарма продакшн;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lozartan_kanon_tabletki_pokrytye_plenochnoy_obolochkoy_50mg_90/
apteka22;Сердце и сосуды;ВАЛЬСАКОР ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 80МГ №30;34;ао крка, д.д. ново место;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/valsakor_tabletki_pokrytye_plenochnoy_obolochkoy_80mg_30/
apteka22;Сердце и сосуды;БИСОПРОЛОЛ-ПРАНА ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10МГ №50;17;ооо пранафарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/bisoprolol_prana_tabletki_pokrytye_plenochnoy_obolochkoy_10mg_50/
apteka22;Сердце и сосуды;НИЦЕРГОЛИН ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ИНЪЕКЦИЙ 4МГ №5 В КОМПЛЕКТЕ С РАСТВОРИТЕЛЕМ: НАТРИЯ ХЛОРИДА РАСТВОР 0 9% (АМПУЛЫ) 5 МЛ-5 ШТ;92;ао нпо микроген;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/nitsergolin_liofilizat_dlya_prigotovleniya_rastvora_dlya_inektsiy_4mg_5_v_komplekte_s_rastvoritelem_/
apteka22;Сердце и сосуды;ТРАЙКОР ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 145МГ №30;95;ao верофарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/traykor_tabletki_pokrytye_plenochnoy_obolochkoy_145mg_30/
apteka22;Сердце и сосуды;МОКСОНИДИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 0 2МГ №60;32;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/moksonidin_tabletki_pokrytye_plenochnoy_obolochkoy_0_2mg_60_/
apteka22;Сердце и сосуды;МИКАФОР ТАБЛЕТКИ 12,5МГ + 80МГ №28;57;хайгланс лабораториз пвт. лтд;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/mikafor_tabletki_12_5mg_80mg_28/
apteka22;Сердце и сосуды;АДРЕНАЛИН-СОЛОФАРМ РАСТВОР ДЛЯ ИНЪЕКЦИЙ 1МГ/МЛ 1МЛ №5 В КОМПЛЕКТЕ СО СКАРИФИКАТОРОМ АМПУЛЬНЫМ;7;ооо гротекс;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/adrenalin_solofarm_rastvor_dlya_inektsiy_1mg_ml_1ml_5_v_komplekte_so_skarifikatorom_ampulnym/
apteka22;Сердце и сосуды;ЛЕРКАМЕН 10 ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10МГ №28;43;берлин-хеми аг;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lerkamen_10_tabletki_pokrytye_plenochnoy_obolochkoy_10mg_28/
apteka22;Сердце и сосуды;ЛИЗИНОПРИЛ ТАБЛЕТКИ 20МГ №30;12;ооо лекфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lizinopril_tabletki_20mg_30_1/
apteka22;Сердце и сосуды;ВАЛИДОЛ ТАБЛЕТКИ ПОДЪЯЗЫЧНЫЕ 60МГ №10;5;;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/validol_tabletki_podyazychnye_60mg_10/
apteka22;Сердце и сосуды;ИВАБРАДИН МЕДИСОРБ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5МГ №56;60;ао медисорб;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/ivabradin_medisorb_tabletki_pokrytye_plenochnoy_obolochkoy_5mg_56/
apteka22;Сердце и сосуды;ВАЛЬСАКОР Н160 ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 160МГ 12,5МГ №90;107;ао крка, д.д. ново место;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/valsakor_n160_tabletki_pokrytye_plenochnoy_obolochkoy_160mg_12_5mg_90/
apteka22;Сердце и сосуды;СЕРМИОН ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ 5МГ №30;67;пфайзер италия с.р.л.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/sermion_tabletki_pokrytye_obolochkoy_5mg_30/
apteka22;Сердце и сосуды;НЕБИЛОНГ ТАБЛЕТКИ 5МГ №30;50;микро лабс лимитед;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/nebilong_tabletki_5mg_30/
apteka22;Сердце и сосуды;ЛЕРКАМЕН 10 ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10МГ №60;73;берлин-хеми аг;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lerkamen_10_tabletki_pokrytye_plenochnoy_obolochkoy_10mg_60/
apteka22;Сердце и сосуды;КАНДЕСАРТАН-СЗ ТАБЛЕТКИ 16МГ №30;24;нао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/kandesartan_sz_tabletki_16mg_30/
apteka22;Сердце и сосуды;ЭНАЛАПРИЛ ТАБЛЕТКИ 5МГ №20;4;ооо пранафарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/enalapril_tabletki_5mg_20_1/
apteka22;Сердце и сосуды;ИНДАПАМИД ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 2 5МГ №30;7;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/indapamid_tabletki_pokrytye_plenochnoy_obolochkoy_2_5mg_30/
apteka22;Сердце и сосуды;ЭГИЛОК ТАБЛЕТКИ 25МГ №60;7;зао фармацевтический завод эгис;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/egilok_tabletki_25mg_60/
apteka22;Сердце и сосуды;РИБОКСИН РАСТВОР ДЛЯ ВНУТРИВЕННОГО ВВЕДЕНИЯ 20МГ/МЛ 10МЛ №10;6;оао дальхимфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/riboksin_rastvor_dlya_vnutrivennogo_vvedeniya_20mg_ml_10ml_10_1/
apteka22;Сердце и сосуды;ЛОЗАРТАН-Н КАНОН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 12,5МГ 50МГ №60;28;зао канонфарма продакшн;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lozartan_n_kanon_tabletki_pokrytye_plenochnoy_obolochkoy_12_5mg_50mg_60/
apteka22;Сердце и сосуды;ЭНАЛАПРИЛ ТАБЛЕТКИ 10МГ №20;8;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/enalapril_tabletki_10mg_20_7/
apteka22;Сердце и сосуды;АТОРВАСТАТИН-СЗ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10МГ №60;19;нао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/atorvastatin_sz_tabletki_pokrytye_plenochnoy_obolochkoy_10mg_60/
apteka22;Сердце и сосуды;ГИПОСАРТ ТАБЛЕТКИ 8МГ №28;31;фармацевтический завод польфарма ао;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/giposart_tabletki_8mg_28/
apteka22;Сердце и сосуды;КО-ДАЛЬНЕВА ТАБЛЕТКИ 5МГ 1 25МГ 4МГ №90;129;ооо крка-рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/ko_dalneva_tabletki_5mg_1_25mg_4mg_90/
apteka22;Сердце и сосуды;КО-ДАЛЬНЕВА ТАБЛЕТКИ 10МГ 2 5МГ 8МГ №30;72;ооо крка-рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/ko_dalneva_tabletki_10mg_2_5mg_8mg_30/
apteka22;Сердце и сосуды;ДИГОКСИН РЕНЕВАЛ ТАБЛЕТКИ 0,25МГ №56;7;ао пфк обновление;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/digoksin_reneval_tabletki_0_25mg_56/
apteka22;Сердце и сосуды;РИБОКСИН РАСТВОР ДЛЯ ВНУТРИВЕННОГО ВВЕДЕНИЯ 20МГ/МЛ 5МЛ №10;5;оао дальхимфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/riboksin_rastvor_dlya_vnutrivennogo_vvedeniya_20mg_ml_5ml_10/
apteka22;Сердце и сосуды;МОКСОНИДИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 0 2МГ №90;33;ооо пранафарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/moksonidin_tabletki_pokrytye_plenochnoy_obolochkoy_0_2mg_90_/
apteka22;Сердце и сосуды;ФЛЕБОФА ТАБЛЕТКИ 600МГ №60;145;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/flebofa_tabletki_600mg_60_/
apteka22;Сердце и сосуды;АТОРВАСТАТИН МЕДИСОРБ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10МГ №90;34;ао медисорб;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/atorvastatin_medisorb_tabletki_pokrytye_plenochnoy_obolochkoy_10mg_90_/
apteka22;Сердце и сосуды;РИБОКСИН РАСТВОР ДЛЯ ВНУТРИВЕННОГО ВВЕДЕНИЯ 20МГ/МЛ 10МЛ №10;7;ооо славянская аптека;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/riboksin_rastvor_dlya_vnutrivennogo_vvedeniya_20mg_ml_10ml_10_/
apteka22;Сердце и сосуды;ЛОРИСТА ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 12 5МГ №30;5;ао крка, д.д. ново место;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lorista_tabletki_pokrytye_plenochnoy_obolochkoy_12_5mg_30_/
apteka22;Сердце и сосуды;НИФЕДИПИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10МГ №50;4;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/nifedipin_tabletki_pokrytye_plenochnoy_obolochkoy_10mg_50/
apteka22;Сердце и сосуды;АДРЕНАЛИН РАСТВОР ДЛЯ ИНЪЕКЦИЙ 1МГ/МЛ 1МЛ №5;8;фгуп московский эндокринный завод;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/adrenalin_rastvor_dlya_inektsiy_1mg_ml_1ml_5/
apteka22;Сердце и сосуды;МОКСОНИДИН РЕНЕВАЛ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 0,4МГ №30;20;ао пфк обновление;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/moksonidin_reneval_tabletki_pokrytye_plenochnoy_obolochkoy_0_4mg_30/
apteka22;Сердце и сосуды;ЛИЗИНОПРИЛ-ВЕРТЕКС ТАБЛЕТКИ 10МГ №30;13;ао вертекс;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lizinopril_verteks_tabletki_10mg_30/
apteka22;Сердце и сосуды;АТОРВАСТАТИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 20МГ №30;14;ао авва рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/atorvastatin_tabletki_pokrytye_plenochnoy_obolochkoy_20mg_30_3/
apteka22;Сердце и сосуды;АМИОДАРОН ТАБЛЕТКИ 200МГ №30;17;ао органика;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/amiodaron_tabletki_200mg_30/
apteka22;Сердце и сосуды;ТРИМЕТАЗИДИН-АКОС МВ ТАБЛЕТКИ С МОДИФИЦИРОВАННЫМ ВЫСВОБОЖДЕНИЕМ 35МГ №60;28;зао биоком;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/trimetazidin_akos_mv_tabletki_s_modifitsirovannym_vysvobozhdeniem_35mg_60/
apteka22;Сердце и сосуды;КОРДАФЛЕКС ТАБЛЕТКИ ПРОЛОНГИРОВАННОГО ДЕЙСТВИЯ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 20МГ №60;13;зао фармацевтический завод эгис;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/kordafleks_tabletki_prolongirovannogo_deystviya_pokrytye_plenochnoy_obolochkoy_20mg_60/
apteka22;Сердце и сосуды;КАНДЕСАРТАН ТАБЛЕТКИ 16МГ №28;23;зао березовский фармацевтический завод;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/kandesartan_tabletki_16mg_28/
apteka22;Сердце и сосуды;АНАПРИЛИН ТАБЛЕТКИ 10МГ №50;2;пао биосинтез;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/anaprilin_tabletki_10mg_50__1/
apteka22;Сердце и сосуды;ЛИЗИНОПРИЛ ТАБЛЕТКИ 5МГ №30;9;ооо пранафарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lizinopril_tabletki_5mg_30/
apteka22;Сердце и сосуды;БИСОПРОЛОЛ-ТЕВА ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10МГ №30;23;ооо р-фарм новоселки;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/bisoprolol_teva_tabletki_pokrytye_plenochnoy_obolochkoy_10mg_30/
apteka22;Сердце и сосуды;БИСОПРОЛОЛ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10МГ №30;16;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/bisoprolol_tabletki_pokrytye_plenochnoy_obolochkoy_10mg_30/
apteka22;Сердце и сосуды;ТРИМЕТАЗИДИН МВ ТАБЛЕТКИ С МОДИФИЦИРОВАННЫМ ВЫСВОБОЖДЕНИЕМ, ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 35МГ №60;22;оао татхимфармпрепараты;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/trimetazidin_mv_tabletki_s_modifitsirovannym_vysvobozhdeniem_pokrytye_plenochnoy_obolochkoy_35mg_60/
apteka22;Сердце и сосуды;ВАЛЬСАКОР Н160 ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 160МГ 12,5МГ №30;47;ао крка, д.д. ново место;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/valsakor_n160_tabletki_pokrytye_plenochnoy_obolochkoy_160mg_12_5mg_30/
apteka22;Сердце и сосуды;ТРИПЛИКСАМ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5МГ 2 5МГ 10МГ №30;90;ооо сервье рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/tripliksam_tabletki_pokrytye_plenochnoy_obolochkoy_5mg_2_5mg_10mg_30/
apteka22;Сердце и сосуды;ЛИЗИНОПРИЛ-АЛСИ ТАБЛЕТКИ 20МГ №30;11;зао алси фарма;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lizinopril_alsi_tabletki_20mg_30/
apteka22;Сердце и сосуды;БИСОПРОЛОЛ-СЗ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5МГ №50;10;нао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/bisoprolol_sz_tabletki_pokrytye_plenochnoy_obolochkoy_5mg_50/
apteka22;Сердце и сосуды;ТЕЛЗАП ТАБЛЕТКИ 40МГ №90;84;санофи илач санайи ве тиджарет а.ш.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/telzap_tabletki_40mg_90/
apteka22;Сердце и сосуды;ГИДРОХЛОРТИАЗИД ТАБЛЕТКИ 25МГ №20;5;ооо пранафарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/gidrokhlortiazid_tabletki_25mg_20/
apteka22;Сердце и сосуды;АМЛОДИПИН-ВЕРТЕКС ТАБЛЕТКИ 10МГ №60;16;ао вертекс;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/amlodipin_verteks_tabletki_10mg_60/
apteka22;Сердце и сосуды;ИВАБРАДИН МЕДИСОРБ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5МГ №28;38;ао медисорб;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/ivabradin_medisorb_tabletki_pokrytye_plenochnoy_obolochkoy_5mg_28_/
apteka22;Сердце и сосуды;АМИНАЛОН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 250МГ №100;32;ао органика;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/aminalon_tabletki_pokrytye_plenochnoy_obolochkoy_250mg_100/
apteka22;Сердце и сосуды;РОЗУВАСТАТИН-СЗ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5МГ №30;20;нао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/rozuvastatin_sz_tabletki_pokrytye_plenochnoy_obolochkoy_5mg_30/
apteka22;Сердце и сосуды;РИБОКСИН ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ 200МГ №50;7;оао борисовский завод медицинских препаратов;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/riboksin_tabletki_pokrytye_obolochkoy_200mg_50_/
